title,show_type,episodes,premiered,studios,source,genres,theme,age_rating,score,ranking,popularity_rank
Laid-Back Camp Season 2,TV,13,Winter 2021,C-Station,Manga,Slice of Life,"CGDCT, Iyashikei",PG-13 - Teens 13 or older,8.531,1052,1076
Nana,TV,47,Spring 2006,Madhouse,Manga,"Drama, Romance, Slice of Life","Adult Cast, Love Polygon, Music",R+ - Mild Nudity,8.521,1062,327
Steins;Gate 0,TV,23,Spring 2018,White Fox,Visual novel,"Drama, Sci-Fi, Suspense",Time Travel,PG-13 - Teens 13 or older,8.521,1072,189
Fate/stay night: Heaven's Feel - II. Lost Butterfly,Movie,1,Winter 2019,ufotable,Visual novel,"Action, Fantasy, Supernatural",,R - 17+ (violence & profanity),8.521,1082,593
Gintama: The Movie,Movie,1,Spring 2010,Sunrise,Manga,"Action, Comedy, Sci-Fi","Historical, Parody, Samurai",R - 17+ (violence & profanity),8.521,1092,1321
Jujutsu Kaisen 0,Movie,1,Winter 2022,MAPPA,Manga,"Action, Fantasy",School,R - 17+ (violence & profanity),8.521,1102,423
Ghost in the Shell: Stand Alone Complex 2nd GIG,TV,26,Winter 2004,Production I.G,Manga,"Action, Mystery, Sci-Fi","Adult Cast, Detective, Mecha, Military",R - 17+ (violence & profanity),8.521,1112,945
One Punch Man,TV,12,Fall 2015,Madhouse,Web manga,"Action, Comedy","Parody, Super Power",R - 17+ (violence & profanity),8.511,1122,4
Space Brothers,TV,99,Spring 2012,A-1 Pictures,Manga,"Comedy, Sci-Fi, Slice of Life","Adult Cast, Space, Workplace",PG-13 - Teens 13 or older,8.511,1132,1111
Samurai Champloo,TV,26,Spring 2004,Manglobe,Original,"Action, Adventure, Comedy","Historical, Samurai",R - 17+ (violence & profanity),8.501,1142,101
Attack on Titan Season 2,TV,12,Spring 2017,Wit Studio,Manga,"Action, Drama","Gore, Military, Survival",R - 17+ (violence & profanity),8.501,1152,12
Assassination Classroom Second Season,TV,25,Winter 2016,Lerche,Manga,"Action, Comedy",School,PG-13 - Teens 13 or older,8.501,1162,85
Banana Fish,TV,24,Summer 2018,MAPPA,Manga,"Action, Adventure, Drama",Delinquents,R - 17+ (violence & profanity),8.501,1172,218
Grave of the Fireflies,Movie,1,Spring 1988,Studio Ghibli,Novel,Drama,Historical,PG-13 - Teens 13 or older,8.501,1182,305
JoJo's Bizarre Adventure: Diamond is Unbreakable,TV,39,Spring 2016,David Production,Manga,"Action, Adventure, Comedy, Drama, Supernatural",,R - 17+ (violence & profanity),8.501,1192,132
Aria the Origination,TV,13,Winter 2008,Hal Film Maker,Manga,"Fantasy, Sci-Fi, Slice of Life",Iyashikei,G - All Ages,8.491,1202,1568
Teasing Master Takagi-san 3,TV,12,Winter 2022,Shin-Ei Animation,Manga,Comedy,"Iyashikei, Romantic Subtext, School",PG-13 - Teens 13 or older,8.491,1212,1372
Rainbow,TV,26,Spring 2010,Madhouse,Manga,"Drama, Suspense","Delinquents, Historical",R - 17+ (violence & profanity),8.491,1222,523
Heaven Official's Blessing Special,ONA,1,Winter 2021,Haoliners Animation League,Web novel,"Drama, Supernatural",Historical,PG-13 - Teens 13 or older,8.491,1232,3409
Mob Psycho 100,TV,12,Summer 2016,Bones,Web manga,"Action, Comedy, Supernatural",Super Power,PG-13 - Teens 13 or older,8.481,1242,35
Chihayafuru 3,TV,24,Fall 2019,Madhouse,Manga,"Drama, Slice of Life, Sports","Love Polygon, School, Strategy Game",PG-13 - Teens 13 or older,8.481,1252,1516
Gintama: The Semi-Final,Special,2,Winter 2021,Bandai Namco Pictures,Manga,"Action, Comedy","Gag Humor, Historical, Parody, Samurai",PG-13 - Teens 13 or older,8.471,1262,2489
KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson,Movie,1,Summer 2019,J.C.Staff,Light novel,"Adventure, Comedy, Fantasy","Isekai, Parody, Reincarnation",PG-13 - Teens 13 or older,8.471,1272,253
The Founder of Diabolism Season 1,ONA,15,Summer 2018,B.CMAY PICTURES,Web novel,"Action, Adventure, Fantasy, Mystery, Supernatural","Historical, Mythology",R - 17+ (violence & profanity),8.471,1282,1017
Re:ZERO -Starting Life in Another World- Season 2 Part 2,TV,12,Winter 2021,White Fox,Light novel,"Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",R - 17+ (violence & profanity),8.471,1292,225
Puella Magi Madoka Magica the Movie: Rebellion,Movie,1,Fall 2013,Shaft,Original,"Drama, Mystery, Suspense","Mahou Shoujo, Psychological",PG-13 - Teens 13 or older,8.461,1302,562
Nichijou - My Ordinary Life,TV,26,Spring 2011,Kyoto Animation,Manga,Comedy,"Gag Humor, School",PG-13 - Teens 13 or older,8.461,1312,175
Owarimonogatari,TV,12,Fall 2015,Shaft,Light novel,"Comedy, Mystery, Supernatural",Vampire,R - 17+ (violence & profanity),8.461,1322,426
Steins;Gate: The Movie - Load Region of Déjà Vu,Movie,1,Spring 2013,White Fox,Visual novel,"Drama, Sci-Fi",,PG-13 - Teens 13 or older,8.461,1332,340
Zoku Owarimonogatari,Movie,6,Fall 2018,Shaft,Light novel,"Comedy, Mystery, Supernatural",Vampire,R - 17+ (violence & profanity),8.461,1342,995
The Founder of Diabolism Season 2,ONA,8,Summer 2019,B.CMAY PICTURES,Web novel,"Action, Fantasy, Mystery, Supernatural","Historical, Mythology",R - 17+ (violence & profanity),8.451,1352,1955
Saekano the Movie: Finale,Movie,1,Fall 2019,CloverWorks,Light novel,"Comedy, Romance, Ecchi","Harem, Otaku Culture, School",PG-13 - Teens 13 or older,8.451,1362,1275
Scissor Seven Season 3,ONA,10,Winter 2021,"None found, add some",Original,"Action, Adventure, Comedy, Drama, Mystery","Martial Arts, Super Power",R - 17+ (violence & profanity),8.451,1372,3095
Yu Yu Hakusho: Ghost Files,TV,112,Fall 1992,Pierrot,Manga,"Action, Comedy, Supernatural","Martial Arts, Mythology",PG-13 - Teens 13 or older,8.451,1382,282
Golden Kamuy Season 3,TV,12,Fall 2020,Geno Studio,Manga,"Action, Adventure",Historical,R - 17+ (violence & profanity),8.451,1392,1442
Haikyu!!,TV,25,Spring 2014,Production I.G,Manga,Sports,"School, Team Sports",PG-13 - Teens 13 or older,8.451,1402,37
"Josee, the Tiger and the Fish",Movie,1,Winter 2021,Bones,Novel,"Drama, Romance, Slice of Life",Visual Arts,PG-13 - Teens 13 or older,8.451,1412,631
JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,TV,24,Winter 2015,David Production,Manga,"Action, Adventure, Drama, Supernatural",,R - 17+ (violence & profanity),8.441,1422,133
Mushishi Path of Thorns,Special,1,Summer 2014,Artland,Manga,"Adventure, Fantasy, Mystery, Slice of Life, Supernatural","Adult Cast, Historical, Iyashikei",PG-13 - Teens 13 or older,8.441,1432,1884
The Disastrous Life of Saiki K. 2,TV,24,Winter 2018,"J.C.Staff, Egg Firm",Manga,"Comedy, Supernatural","Gag Humor, School",PG-13 - Teens 13 or older,8.441,1442,333
Summer Time Rendering,TV,25,Spring 2022,OLM,Manga,"Mystery, Supernatural, Suspense",,R - 17+ (violence & profanity),8.441,1452,848
Vivy -Fluorite Eye's Song-,TV,13,Spring 2021,Wit Studio,Original,"Action, Sci-Fi, Suspense","Music, Time Travel",R - 17+ (violence & profanity),8.441,1462,431
Mononoke,TV,12,Summer 2007,Toei Animation,Original,"Fantasy, Horror, Mystery, Supernatural","Adult Cast, Historical, Mythology, Psychological",R - 17+ (violence & profanity),8.431,1472,707
The Disastrous Life of Saiki K.,TV,120,Summer 2016,"J.C.Staff, Egg Firm",Manga,"Comedy, Supernatural","Gag Humor, School",PG-13 - Teens 13 or older,8.431,1482,138
Gintama: Yorinuki Gintama-san on Theater 2D,Movie,2,Summer 2012,Sunrise,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",PG-13 - Teens 13 or older,8.431,1492,3044
Grand Blue Dreaming,TV,12,Summer 2018,Zero-G,Manga,Comedy,,PG-13 - Teens 13 or older,8.431,1502,251
Kono Oto Tomare!: Sounds of Life Season 2,TV,13,Fall 2019,Platinum Vision,Manga,"Drama, Romance","Music, Performing Arts, School",PG-13 - Teens 13 or older,8.431,1512,1354
Ghost in the Shell: Stand Alone Complex,TV,26,Fall 2002,Production I.G,Manga,"Action, Sci-Fi","Adult Cast, Detective, Mecha, Military",R - 17+ (violence & profanity),8.431,1522,509
Dr. Stone: Ryuusui,Special,1,Summer 2022,TMS Entertainment,Manga,"Adventure, Comedy, Sci-Fi",Time Travel,PG-13 - Teens 13 or older,8.421,1532,1604
Natsume Yujin-cho the Movie: Ephemeral Bond,Movie,1,Fall 2018,Shuka,Manga,"Drama, Slice of Life, Supernatural","Iyashikei, Mythology",PG-13 - Teens 13 or older,8.421,1542,2400
Major S5,TV,25,Winter 2009,SynergySP,Manga,"Comedy, Drama, Romance, Sports",Team Sports,PG-13 - Teens 13 or older,8.411,1552,2301
Maquia: When the Promised Flower Blooms,Movie,1,Winter 2018,P.A. Works,Original,"Drama, Fantasy",,PG-13 - Teens 13 or older,8.411,1562,518
Attack on Titan: No Regrets,OVA,2,Winter 2015,Wit Studio,Visual novel,Action,,R - 17+ (violence & profanity),8.411,1572,407
Violet Evergarden: Eternity and the Auto Memory Doll,Movie,1,Fall 2019,Kyoto Animation,Light novel,"Drama, Fantasy, Slice of Life",,PG-13 - Teens 13 or older,8.411,1582,558
Racing Into The Night,Music,1,Fall 2019,"None found, add some",Other,,Music,PG-13 - Teens 13 or older,8.411,1592,4916
Kaguya-sama: Love is War,TV,12,Winter 2019,A-1 Pictures,Manga,Comedy,"Psychological, Romantic Subtext, School",PG-13 - Teens 13 or older,8.411,1602,60
The Garden of Sinners Chapter 7: A Study in Murder - Part 2,Movie,1,Summer 2009,ufotable,Light novel,"Action, Mystery, Romance, Supernatural, Suspense",,R - 17+ (violence & profanity),8.411,1612,1036
Cross Game,TV,50,Spring 2009,SynergySP,Manga,"Drama, Romance, Sports","School, Team Sports",PG-13 - Teens 13 or older,8.401,1622,1579
Gintama: Love Incense Arc,OVA,2,Summer 2016,Bandai Namco Pictures,Manga,Comedy,"Gag Humor, Parody",PG-13 - Teens 13 or older,8.401,1632,2102
Land of the Lustrous,TV,12,Fall 2017,Orange,Manga,"Action, Drama, Fantasy, Mystery",Anthropomorphic,PG-13 - Teens 13 or older,8.401,1642,472
Hunter x Hunter,TV,62,Fall 1999,Nippon Animation,Manga,"Action, Adventure, Fantasy",,PG-13 - Teens 13 or older,8.401,1652,346
Run with the Wind,TV,23,Fall 2018,Production I.G,Novel,"Drama, Sports",,PG-13 - Teens 13 or older,8.401,1662,758
Natsume's Book of Friends Season 6 Specials,Special,2,Fall 2017,Shuka,Manga,"Drama, Slice of Life, Supernatural","Iyashikei, Mythology",PG-13 - Teens 13 or older,8.401,1672,3006
Non Non Biyori Nonstop,TV,12,Winter 2021,SILVER LINK.,Manga,Slice of Life,"CGDCT, Iyashikei",PG-13 - Teens 13 or older,8.401,1682,1730
That Time I Got Reincarnated as a Slime Season 2,TV,12,Winter 2021,8bit,Manga,"Action, Adventure, Comedy, Fantasy","Isekai, Mythology, Reincarnation",PG-13 - Teens 13 or older,8.401,1692,198
Heaven Official's Blessing,ONA,11,Fall 2020,Haoliners Animation League,Web novel,"Action, Adventure, Drama, Supernatural",Historical,PG-13 - Teens 13 or older,8.391,1702,1789
March Comes In Like a Lion,TV,22,Fall 2016,Shaft,Manga,"Drama, Slice of Life","Childcare, Iyashikei, Strategy Game",PG-13 - Teens 13 or older,8.391,1712,279
Barakamon,TV,12,Summer 2014,Kinema Citrus,Web manga,Slice of Life,"Childcare, Iyashikei, Visual Arts",PG-13 - Teens 13 or older,8.391,1722,284
Chihayafuru 2,TV,25,Winter 2013,Madhouse,Manga,"Drama, Slice of Life, Sports","Love Polygon, School, Strategy Game",PG-13 - Teens 13 or older,8.391,1732,928
Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,TV,7,Fall 2021,ufotable,Manga,"Action, Fantasy",Historical,R - 17+ (violence & profanity),8.391,1742,399
Baccano!,TV,13,Summer 2007,Brain's Base,Light novel,"Action, Comedy, Mystery, Supernatural","Historical, Organized Crime",R - 17+ (violence & profanity),8.381,1752,165
Cowboy Bebop: The Movie,Movie,1,Fall 2001,Bones,Original,"Action, Sci-Fi","Adult Cast, Space",R - 17+ (violence & profanity),8.381,1762,568
To Your Eternity,TV,20,Spring 2021,Brain's Base,Manga,"Adventure, Drama, Supernatural",,R - 17+ (violence & profanity),8.381,1772,231
Kamisama Hajimemashita: Kako-hen,OVA,4,Summer 2015,TMS Entertainment,Manga,"Comedy, Fantasy, Romance, Supernatural",Mythology,PG-13 - Teens 13 or older,8.381,1782,1318
Kizumonogatari Part 1: Iron-Blooded,Movie,1,Winter 2016,Shaft,Light novel,,Vampire,R - 17+ (violence & profanity),8.381,1792,387
Bunny Drop,TV,11,Summer 2011,Production I.G,Manga,Slice of Life,"Childcare, Iyashikei",PG-13 - Teens 13 or older,8.381,1802,400
My Teen Romantic Comedy SNAFU Climax!,TV,12,Summer 2020,feel.,Light novel,"Comedy, Romance","Love Polygon, School",PG-13 - Teens 13 or older,8.381,1812,277
Puella Magi Madoka Magica the Movie Part 2: Eternal,Movie,1,Fall 2012,Shaft,Original,"Drama, Suspense","Mahou Shoujo, Psychological",PG-13 - Teens 13 or older,8.371,1822,1056
Mushoku Tensei: Jobless Reincarnation,TV,11,Winter 2021,Studio Bind,Light novel,"Drama, Fantasy, Ecchi","Isekai, Reincarnation",R - 17+ (violence & profanity),8.371,1832,124
Re:ZERO -Starting Life in Another World- Season 2,TV,13,Summer 2020,White Fox,Light novel,"Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",R - 17+ (violence & profanity),8.371,1842,134
Puella Magi Madoka Magica,TV,12,Winter 2011,Shaft,Original,"Drama, Suspense","Mahou Shoujo, Psychological",PG-13 - Teens 13 or older,8.361,1852,91
Bakuman Season 2,TV,25,Fall 2011,J.C.Staff,Manga,"Comedy, Drama, Romance",Otaku Culture,PG-13 - Teens 13 or older,8.361,1862,588
Haikyu!! To the Top,TV,13,Winter 2020,Production I.G,Manga,Sports,"School, Team Sports",PG-13 - Teens 13 or older,8.361,1872,181
Hellsing Ultimate,OVA,10,Winter 2006,"Madhouse, Satelight, Graphinica",Manga,"Action, Horror, Supernatural","Adult Cast, Gore, Military, Vampire",R - 17+ (violence & profanity),8.361,1882,168
Nausicaä of the Valley of the Wind,Movie,1,Spring 1984,Topcraft,Manga,"Adventure, Fantasy",,PG-13 - Teens 13 or older,8.361,1892,576
Miss Kobayashi's Dragon Maid S,TV,12,Summer 2021,Kyoto Animation,Manga,"Fantasy, Slice of Life",,PG-13 - Teens 13 or older,8.361,1902,401
Made in Abyss: Wandering Twilight,Movie,1,Winter 2019,Kinema Citrus,Web manga,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",,R - 17+ (violence & profanity),8.361,1912,1780
Gintama: Jump Festa 2008 Special,Special,1,Fall 2008,Sunrise,Manga,"Action, Comedy, Sci-Fi","Historical, Parody",PG-13 - Teens 13 or older,8.351,1922,2349
K-ON! The Movie,Movie,1,Winter 2012,Kyoto Animation,4-koma manga,"Comedy, Slice of Life","CGDCT, Music",PG-13 - Teens 13 or older,8.351,1932,664
Kingdom: Season 2,TV,39,Summer 2013,Pierrot,Manga,Action,"Historical, Military",R - 17+ (violence & profanity),8.351,1942,1703
Parasyte: The Maxim,TV,24,Fall 2014,Madhouse,Manga,"Action, Horror, Sci-Fi","Gore, Psychological",R - 17+ (violence & profanity),8.351,1952,41
Psycho-Pass,TV,22,Fall 2012,Production I.G,Original,"Action, Sci-Fi, Suspense","Adult Cast, Detective, Psychological",R - 17+ (violence & profanity),8.351,1962,57
Major S6,TV,25,Spring 2010,SynergySP,Manga,"Comedy, Drama, Sports",Team Sports,PG-13 - Teens 13 or older,8.341,1972,2484
Natsume’s Book of Friends: On a Certain Snowy Day,OVA,1,Winter 2014,Brain's Base,Manga,"Drama, Slice of Life, Supernatural","Iyashikei, Mythology",PG-13 - Teens 13 or older,8.341,1982,2149
Neon Genesis Evangelion,TV,26,Fall 1995,"Gainax, Tatsunoko Production",Original,"Action, Avant Garde, Drama, Sci-Fi","Mecha, Psychological",PG-13 - Teens 13 or older,8.341,1992,48
One Outs,TV,25,Fall 2008,Madhouse,Manga,Sports,"Adult Cast, Psychological, Team Sports",PG-13 - Teens 13 or older,8.341,2002,924
Romeo and the Black Brothers,TV,33,Winter 1995,Nippon Animation,Novel,"Adventure, Drama, Slice of Life",Historical,PG-13 - Teens 13 or older,8.341,2012,2839
My Dress-Up Darling,TV,12,Winter 2022,CloverWorks,Manga,"Romance, Slice of Life","Otaku Culture, School",PG-13 - Teens 13 or older,8.341,2022,220
Star Blazers: Space Battleship Yamato 2199,OVA,26,Spring 2012,"Xebec, AIC",Original,"Action, Drama, Sci-Fi","Adult Cast, Military, Space",PG-13 - Teens 13 or older,8.341,2032,1701
Bakemonogatari,TV,15,Summer 2009,Shaft,Light novel,"Mystery, Romance, Supernatural",Vampire,R - 17+ (violence & profanity),8.341,2042,80
Given,TV,11,Summer 2019,Lerche,Manga,"Boys Love, Drama, Romance, Slice of Life",Music,PG-13 - Teens 13 or older,8.341,2052,384
Gotcha!,Music,1,Fall 2020,Bones,Game,Fantasy,Music,PG - Children,8.341,2062,3815
Holo Graffiti,ONA,Unknown,Spring 2019,Hololive Production,Other,Comedy,,PG-13 - Teens 13 or older,8.341,2072,2787
JoJo's Bizarre Adventure: Stone Ocean,ONA,12,Winter 2022,David Production,Manga,"Action, Adventure",,R - 17+ (violence & profanity),8.341,2082,541
Anohana: The Flower We Saw That Day,TV,11,Spring 2011,A-1 Pictures,Original,"Drama, Slice of Life, Supernatural",,PG-13 - Teens 13 or older,8.331,2092,58
Katanagatari,TV,12,Winter 2010,White Fox,Light novel,"Action, Adventure, Romance","Historical, Martial Arts",R - 17+ (violence & profanity),8.331,2102,353
The Beast Player Erin,TV,50,Winter 2009,"Production I.G, Trans Arts",Novel,"Drama, Fantasy, Slice of Life",,PG-13 - Teens 13 or older,8.331,2112,2054
Mobile Suit Gundam: The Origin,OVA,6,Winter 2015,Sunrise,Manga,"Action, Sci-Fi","Mecha, Military, Space",R+ - Mild Nudity,8.331,2122,2343
Spice and Wolf II,TV,12,Summer 2009,"Brain's Base, Marvy Jack",Light novel,"Adventure, Fantasy, Romance","Adult Cast, Historical",PG-13 - Teens 13 or older,8.331,2132,406
Overlord IV,TV,Unknown,Summer 2022,Madhouse,Light novel,"Action, Fantasy, Supernatural","Isekai, Video Game",R - 17+ (violence & profanity),8.331,2142,726
The Rose of Versailles,TV,40,Fall 1979,Tokyo Movie Shinsha,Manga,"Drama, Romance","Historical, Military",PG-13 - Teens 13 or older,8.331,2152,1975
Natsume's Book of Friends,TV,13,Summer 2008,Brain's Base,Manga,"Drama, Slice of Life, Supernatural","Iyashikei, Mythology",PG-13 - Teens 13 or older,8.321,2162,375
Natsume's Book of Friends Season 5 Specials,Special,2,Spring 2017,Shuka,Manga,"Drama, Slice of Life, Supernatural","Iyashikei, Mythology",PG-13 - Teens 13 or older,8.321,2172,3026
Welcome to the N.H.K.,TV,24,Summer 2006,Gonzo,Novel,"Comedy, Drama, Romance","Otaku Culture, Psychological",R+ - Mild Nudity,8.321,2182,245
Kids on the Slope,TV,12,Spring 2012,"Tezuka Productions, MAPPA",Manga,"Drama, Romance","Love Polygon, Music, School",PG-13 - Teens 13 or older,8.321,2192,548
That Time I Got Reincarnated as a Slime Season 2 Part 2,TV,12,Summer 2021,8bit,Manga,"Action, Adventure, Comedy, Fantasy","Isekai, Mythology, Reincarnation",PG-13 - Teens 13 or older,8.321,2202,323
"Violet Evergarden: The Day You Understand ""I Love You"" Will Surely Come",Special,1,Summer 2018,Kyoto Animation,Light novel,"Drama, Fantasy, Slice of Life",,PG-13 - Teens 13 or older,8.321,2212,712
Battle Through the Heavens: Three Year Agreement,ONA,13,Fall 2021,Motion Magic,Novel,"Action, Fantasy",Martial Arts,PG-13 - Teens 13 or older,8.321,2222,8277
Evangelion: 2.0 You Can (Not) Advance,Movie,1,Summer 2009,Khara,Original,"Action, Drama, Sci-Fi","Mecha, Psychological",PG-13 - Teens 13 or older,8.321,2232,386
Fate/stay night [Unlimited Blade Works] Season 2,TV,13,Spring 2015,ufotable,Visual novel,"Action, Fantasy, Supernatural",,R - 17+ (violence & profanity),8.321,2242,187
Kawaki wo Ameku,Music,1,Winter 2019,"None found, add some",Music,,Music,PG-13 - Teens 13 or older,8.321,2252,3834
ERASED,TV,12,Winter 2016,A-1 Pictures,Manga,Mystery,"Psychological, Time Travel",R - 17+ (violence & profanity),8.311,2262,31
Hunter x Hunter: Original Video Animation,OVA,8,Winter 2002,Nippon Animation,Manga,"Action, Adventure, Fantasy",,PG-13 - Teens 13 or older,8.311,2272,1564
Initial D First Stage,TV,26,Spring 1998,"Gallop, Studio Comet",Manga,"Action, Drama",Racing,PG-13 - Teens 13 or older,8.311,2282,618
Kotaro Lives Alone,ONA,10,Spring 2022,LIDENFILMS,Manga,"Comedy, Slice of Life",Childcare,PG-13 - Teens 13 or older,8.311,2292,1951
Kuroko's Basketball 3,TV,25,Winter 2015,Production I.G,Manga,Sports,"School, Team Sports",PG-13 - Teens 13 or older,8.311,2302,239
Major: World Series,OVA,2,Winter 2012,SynergySP,Manga,"Comedy, Drama, Sports",Team Sports,PG-13 - Teens 13 or older,8.311,2312,3323
Shelter,Music,1,Fall 2016,A-1 Pictures,Music,Sci-Fi,Music,G - All Ages,8.311,2322,633
Weathering with You,Movie,1,Summer 2019,CoMix Wave Films,Original,"Drama, Fantasy, Romance, Slice of Life",,PG-13 - Teens 13 or older,8.311,2332,171
World Trigger 3rd Season,TV,14,Fall 2021,Toei Animation,Manga,"Action, Sci-Fi, Supernatural",School,PG-13 - Teens 13 or older,8.311,2342,1986
Rurouni Kenshin,TV,94,Winter 1996,"Gallop, Studio Deen",Manga,"Action, Adventure, Comedy, Romance","Historical, Samurai",PG-13 - Teens 13 or older,8.301,2352,408
From the New World,TV,25,Fall 2012,A-1 Pictures,Novel,"Drama, Horror, Mystery, Sci-Fi, Supernatural",Psychological,R - 17+ (violence & profanity),8.301,2362,222
Shirobako,TV,24,Fall 2014,P.A. Works,Original,"Comedy, Drama","Adult Cast, Otaku Culture, Workplace",PG-13 - Teens 13 or older,8.301,2372,454
Steins;Gate: Egoistic Poriomania,Special,1,Winter 2012,White Fox,Visual novel,"Comedy, Sci-Fi",Time Travel,PG-13 - Teens 13 or older,8.301,2382,465
Case Closed: The Phantom of Baker Street,Movie,1,Spring 2002,TMS Entertainment,Manga,"Adventure, Mystery",Detective,PG-13 - Teens 13 or older,8.301,2392,2215
Ace of Diamond: Second Season,TV,51,Spring 2015,"Production I.G, Madhouse",Manga,Sports,"School, Team Sports",PG-13 - Teens 13 or older,8.301,2402,1490
Doukyusei -Classmates-,Movie,1,Winter 2016,A-1 Pictures,Manga,"Boys Love, Romance, Slice of Life",School,PG-13 - Teens 13 or older,8.301,2412,856
Sound! Euphonium 2,TV,13,Fall 2016,Kyoto Animation,Novel,Drama,"Music, Performing Arts, School",PG-13 - Teens 13 or older,8.301,2422,979
